id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
01022006,01,Alabama,AL,Autauga County,Eclectic,Autaugaville,Track,Track,36024,334,165330802,1570890,32.6328834,-86.0345965,51818,50579,30368,368.451033314108
01022016,01,Alabama,AL,Autauga County,Wetumpka,Autaugaville,Track,Track,36092,334,105723667,2997228,32.5201384,-86.1722101,81059,49903,70277,353.657174715808
01022026,01,Alabama,AL,Autauga County,Millbrook,Autaugaville,Track,Track,36054,334,23526031,97124,32.4977055,-86.3883595,57221,48383,41222,1103.5519302109
01022036,01,Alabama,AL,Autauga County,East Brewton,Autaugaville,Track,Track,36426,251,944040122,9556480,31.0992573,-86.9105903,42831,40855,32957,197.989810795603
01022046,01,Alabama,AL,Autauga County,Brewton,Autaugaville,Track,Track,36426,251,105290359,1106327,31.190044,-87.0635248,63662,57710,42797,241.254041615259
01022056,01,Alabama,AL,Autauga County,Atmore,Autaugaville,Track,Track,36504,251,169008231,407668,31.0717073,-87.4897027,31072,23243,22228,341.150638483114
0102206,01,Alabama,AL,Autauga County,Highland Home,Autaugaville,Track,Track,36041,334,226396958,213258,31.949642,-86.3651124,51077,47797,40234,442.911894181803
01022066,01,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35901,256,13659980,699379,34.0321863,-85.9730613,36536,23911,38627,166.795205032652
01022076,01,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35901,256,22461766,717,34.0476407,-86.0342629,65909,49884,54872,179.458553238953
01022086,01,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35904,256,11907025,744917,34.0003469,-86.0427603,32898,19505,32387,142.761127141409
01022096,01,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35901,256,4308625,1900493,33.9993815,-86.010319,42144,34726,33731,398.222381117043
01022106,01,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35904,256,32549925,0,34.064083,-86.0661828,31929,22709,23582,263.227656842003
01022116,01,Alabama,AL,Autauga County,Rainbow City,Autaugaville,Track,Track,35906,256,7358690,571695,33.9640619,-86.041835,50735,39380,40435,556.211756934633
01022126,01,Alabama,AL,Autauga County,Glencoe,Autaugaville,Track,Track,35905,256,57350608,1090995,33.918413,-85.9183325,55639,300000,47971,624.013735835527
01022136,01,Alabama,AL,Autauga County,Attalla,Autaugaville,Track,Track,35954,256,95634687,48836,34.1470152,-86.0149509,59416,46048,45916,373.381963985583
01022146,01,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35903,256,2384912,0,34.0013946,-85.9674865,24359,22809,14966,465.150160925724
01022156,01,Alabama,AL,Autauga County,Fayette,Autaugaville,Track,Track,35555,205,154824533,270991,33.7012455,-87.8909439,40956,28972,44086,594.306431447725
0102216,01,Alabama,AL,Autauga County,Vinemont,Autaugaville,Track,Track,35179,256,132870985,838367,34.1589207,-86.9571734,52592,38743,40883,951.47149353098
01022166,01,Alabama,AL,Autauga County,Berry,Autaugaville,Track,Track,35546,205,427697476,551762,33.6476543,-87.6143541,54116,32380,54325,240.752987148481
01022176,01,Alabama,AL,Autauga County,Russellville,Autaugaville,Track,Track,35653,256,28670329,255395,34.5125993,-87.7533372,78787,48388,70841,211.660310665613
01022186,01,Alabama,AL,Autauga County,Vina,Autaugaville,Track,Track,35593,256,145933248,3961461,34.4392881,-88.0399565,37300,300000,28404,215.298791925674
01022196,01,Alabama,AL,Autauga County,Samson,Autaugaville,Track,Track,36477,334,431950139,5093030,31.0847817,-86.0861751,37651,27315,36312,274.286061517681
01022206,01,Alabama,AL,Autauga County,Hartford,Autaugaville,Track,Track,36344,334,340277721,2883643,31.0696505,-85.7368633,26922,20881,23141,374.082560510525
01022216,01,Alabama,AL,Autauga County,Slocomb,Autaugaville,Track,Track,36375,334,163344878,441458,31.0860719,-85.5280322,53395,42052,42981,317.918642662835
01022226,01,Alabama,AL,Autauga County,Boligee,Autaugaville,Track,Track,35443,205,570899935,17720962,32.6861323,-87.9472665,24591,16667,25982,158.259806193729
01022236,01,Alabama,AL,Autauga County,Greensboro,Autaugaville,Track,Track,36744,334,228114074,6829355,32.6514361,-87.6504698,43686,28110,51574,343.889526845582
01022246,01,Alabama,AL,Autauga County,Fort Gaines,Autaugaville,Track,Track,39851,229,338005193,15802160,31.6127173,-85.1367411,47014,41328,37305,312.123203744633
01022256,01,Alabama,AL,Autauga County,Newton,Autaugaville,Track,Track,36352,334,137915812,47148,31.2347868,-85.5932271,69416,53258,59746,448.542262685113
0102226,01,Alabama,AL,Autauga County,Cullman,Autaugaville,Track,Track,35057,256,187272055,9574488,34.0103921,-86.9102548,62728,53463,53245,1213.32194592755
01022266,01,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,Track,36303,334,6427118,0,31.2531951,-85.4134185,58553,45033,42907,401.42132317336
01022276,01,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,Track,36301,334,4335935,0,31.2200822,-85.4193412,57312,45442,44993,427.553259824227
01022286,01,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,Track,36301,334,26146230,172344,31.1821874,-85.3530797,66532,53439,51825,339.218091577769
01022296,01,Alabama,AL,Autauga County,Dothan,Autaugaville,Track,Track,36303,334,15035691,23761,31.2388804,-85.3512422,34057,24260,28608,323.223347522611
01022306,01,Alabama,AL,Autauga County,Webb,Autaugaville,Track,Track,36376,334,142938740,185385,31.268835,-85.2759901,49175,37902,46107,358.183778821421
01022316,01,Alabama,AL,Autauga County,Ashford,Autaugaville,Track,Track,36312,334,179161258,826932,31.1644974,-85.24685,54235,42227,43566,294.786794388106
01022326,01,Alabama,AL,Autauga County,Higdon,Autaugaville,Track,Track,35979,256,348636949,13619157,34.8513417,-85.7000137,77322,45128,78600,403.544499385841
01022336,01,Alabama,AL,Autauga County,Stevenson,Autaugaville,Track,Track,35772,256,555430767,18659777,34.8863961,-85.9296764,31235,21391,27591,336.614172703296
01022346,01,Alabama,AL,Autauga County,Scottsboro,Autaugaville,Track,Track,35768,256,278821855,2385911,34.7615314,-86.0476196,50287,42093,36400,415.282713437123
01022356,01,Alabama,AL,Autauga County,Scottsboro,Autaugaville,Track,Track,35768,256,11358571,0,34.6633617,-86.0358725,42148,32599,35347,550.206791172634
0102236,01,Alabama,AL,Autauga County,Ozark,Autaugaville,Track,Track,36360,334,19245046,0,31.3971308,-85.6615834,51326,42647,33653,866.004405351535
01022366,01,Alabama,AL,Autauga County,Section,Autaugaville,Track,Track,35771,256,284172822,31310700,34.5699175,-85.9716149,40859,30827,37250,401.388528087582
01022376,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35212,205,2093103,0,33.5428209,-86.752434,38145,28550,35605,218.319566412645
01022386,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35212,205,4819145,0,33.5442405,-86.7749128,30222,28006,20606,274.791229619474
01022396,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35214,205,11428318,3862,33.5423337,-86.8765161,18832,16684,11537,88.3314666666667
01022406,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35204,205,2241302,0,33.5261497,-86.8351469,29489,29052,15838,230.330355517034
01022416,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35212,334,3341543,0,33.553205,-86.7429805,29126,23435,18632,186.462938617099
01022426,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35212,334,1884661,0,33.5521302,-86.727676,43931,37499,31846,317.556954615105
01022436,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35202,205,8338981,0,33.5260747,-86.7830317,25675,12611,26789,242.248241609068
01022446,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35204,205,2334504,0,33.5132498,-86.8300472,30849,26300,28077,297.173616624803
01022456,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35218,205,2247405,0,33.5059585,-86.8745531,68538,43322,63552,141.860345626564
0102246,01,Alabama,AL,Autauga County,Selma,Autaugaville,Track,Track,36701,334,17558229,90685,32.4484185,-87.0509577,36740,25083,33276,1098.66863855363
01022466,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35218,205,2048616,0,33.5052228,-86.9014846,33091,21929,33637,246.593408299066
01022476,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35208,205,2316098,0,33.4847637,-86.8981396,34319,30412,30305,212.453222862532
01022486,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35211,205,2701339,0,33.4859451,-86.8696926,30472,14309,46679,229.450629237699
01022496,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35204,205,3056205,0,33.5007439,-86.8270718,21753,15614,17714,311.357880081011
01022506,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35222,205,2542349,5771,33.5108808,-86.7744712,51831,34771,48141,408.814588588998
01022516,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35205,205,2422849,0,33.4866689,-86.8173266,28327,23929,18744,290.257199305663
01022526,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35211,205,4595599,0,33.4806707,-86.8508677,28613,19517,37732,465.213929216277
01022536,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35213,205,4275124,0,33.5206824,-86.7260226,46565,37262,45317,614.162104617336
01022546,01,Alabama,AL,Autauga County,Homewood,Autaugaville,Track,Track,35209,205,2538262,0,33.4775177,-86.8149403,28720,26633,21802,439.418782645333
01022556,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35215,205,2938067,21921,33.6222102,-86.6790265,45016,46009,26218,174.024675535199
0102256,01,Alabama,AL,Autauga County,Selma,Autaugaville,Track,Track,36701,334,34291179,1700792,32.3660372,-87.026282,37361,25986,38026,487.181227597754
01022566,01,Alabama,AL,Autauga County,Hueytown,Autaugaville,Track,Track,35023,205,11117471,0,33.4525316,-87.0036566,52337,37992,49456,234.152956776354
01022576,01,Alabama,AL,Autauga County,Bessemer,Autaugaville,Track,Track,35020,205,3637059,0,33.4009536,-86.9632652,47506,46585,32547,137.362373377634
01022586,01,Alabama,AL,Autauga County,Bessemer,Autaugaville,Track,Track,35020,205,3959510,0,33.3813794,-86.9602115,21283,18646,12737,267.658733273327
01022596,01,Alabama,AL,Autauga County,Fairfield,Autaugaville,Track,Track,35064,205,5945645,0,33.4817033,-86.9143356,29768,27182,22343,205.059829305172
010226,01,Alabama,AL,Autauga County,Silverhill,Autaugaville,Track,Track,36576,251,71113244,190587,30.5345606,-87.7548736,53701,44265,42398,2036.52828173752
01022606,01,Alabama,AL,Autauga County,Homewood,Autaugaville,Track,Track,35209,205,2006630,11987,33.475966,-86.7786575,142440,123075,72551,52.7273091341415
01022616,01,Alabama,AL,Autauga County,Mountain Brook,Autaugaville,Track,Track,35213,205,5012892,18719,33.4947146,-86.7636042,155368,300000,78717,122.855440077847
01022626,01,Alabama,AL,Autauga County,Mountain Brook,Autaugaville,Track,Track,35213,205,8619390,5292,33.5124499,-86.7174833,128504,104533,85800,252.315239816668
01022636,01,Alabama,AL,Autauga County,Tarrant,Autaugaville,Track,Track,35217,205,5538290,0,33.5796117,-86.7705036,18813,17037,13371,135.325466666667
01022646,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35215,205,13811198,15145,33.6373216,-86.6374915,66500,300000,28213,208.38912872669
01022656,01,Alabama,AL,Autauga County,Trussville,Autaugaville,Track,Track,35173,205,60630455,1508804,33.6062979,-86.5848428,70449,63764,60898,164.284286415631
0102266,01,Alabama,AL,Autauga County,Ft Payne,Autaugaville,Track,Track,35967,256,131988900,472277,34.3594477,-85.8011776,45113,31818,45884,961.087958990036
01022666,01,Alabama,AL,Autauga County,Trussville,Autaugaville,Track,Track,35173,205,40236898,388820,33.7258147,-86.5900686,80117,70762,52938,505.32903042372
01022676,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35220,205,7511055,70529,33.6691522,-86.6511913,68096,66689,38318,325.550071760734
01022686,01,Alabama,AL,Autauga County,Kimberly,Autaugaville,Track,Track,35091,205,51324198,28998,33.7826093,-86.7857118,80998,70230,58272,345.716167687386
01022696,01,Alabama,AL,Autauga County,Mount Olive,Autaugaville,Track,Track,35117,205,105701999,497054,33.6819146,-86.9203958,74951,65918,49663,478.005005981772
01022706,01,Alabama,AL,Autauga County,Gardendale,Autaugaville,Track,Track,35071,205,40159982,0,33.6758356,-86.7966575,51319,42982,33344,495.774904563047
01022716,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35215,205,2990953,0,33.6453495,-86.6958458,46171,42204,35015,337.183654051249
01022726,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35214,205,36753561,0,33.5983142,-86.8788573,50662,40369,43229,574.332579258957
01022736,01,Alabama,AL,Autauga County,Graysville,Autaugaville,Track,Track,35073,205,56885352,537614,33.6350049,-86.9946308,54763,47866,30405,358.652870467095
01022746,01,Alabama,AL,Autauga County,Pleasant Grove,Autaugaville,Track,Track,35127,205,15730156,0,33.4820282,-86.9862506,90511,73076,57912,336.836905085784
01022756,01,Alabama,AL,Autauga County,Adamsville,Autaugaville,Track,Track,35005,205,31049873,865351,33.5764455,-86.9673879,53383,47460,34172,362.322620496541
0102276,01,Alabama,AL,Autauga County,Eclectic,Autaugaville,Track,Track,36024,334,165330802,1570890,32.6328834,-86.0345965,54558,50225,38587,1090.41805188747
01022766,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35206,205,21086022,35558,33.5657458,-86.6703475,40281,24797,43647,388.257321476258
01022776,01,Alabama,AL,Autauga County,Vestavia Hills,Autaugaville,Track,Track,35243,205,2833922,376,33.4582894,-86.7384274,95153,85431,61817,243.948425288979
01022786,01,Alabama,AL,Autauga County,Vestavia Hills,Autaugaville,Track,Track,35216,205,7245031,4072,33.4205046,-86.7859249,79077,39607,80856,399.78855042739
01022796,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35243,205,6387321,161177,33.4278537,-86.7318809,65070,53548,37505,551.513895106161
01022806,01,Alabama,AL,Autauga County,Homewood,Autaugaville,Track,Track,35209,205,2840373,17081,33.4535392,-86.795517,81011,57091,75071,521.309743368901
01022816,01,Alabama,AL,Autauga County,Birmingham,Autaugaville,Track,Track,35221,205,6029566,0,33.4480924,-86.8892598,31871,21950,27401,100.194821268405
01022826,01,Alabama,AL,Autauga County,Fairfield,Autaugaville,Track,Track,35064,205,4936853,0,33.4589571,-86.936987,60913,300000,35897,270.1248897243
01022836,01,Alabama,AL,Autauga County,Fairfield,Autaugaville,Track,Track,35064,205,11809407,0,33.4753834,-86.9481309,52520,35063,48743,408.144228993712
01022846,01,Alabama,AL,Autauga County,Bessemer,Autaugaville,Track,Track,35023,205,356058496,8645511,33.3897822,-87.181015,77131,300000,63377,173.458966026147
01022856,01,Alabama,AL,Autauga County,Mccalla,Autaugaville,Track,Track,35111,205,94428175,1010203,33.2874081,-87.0030024,90324,88210,53865,651.051308383868
0102286,01,Alabama,AL,Autauga County,Prattville,Autaugaville,Track,Track,36066,334,31951242,4286137,32.449186,-86.3730508,54523,41056,42264,1006.30221739202
01022866,01,Alabama,AL,Autauga County,Bessemer,Autaugaville,Track,Track,35020,205,15638999,169916,33.3512428,-86.9599146,46829,300000,28279,297.1941542666
01022876,01,Alabama,AL,Autauga County,Hoover,Autaugaville,Track,Track,35226,205,7089816,10008,33.4013174,-86.8279736,128915,300000,84788,203.224192396689
01022886,01,Alabama,AL,Autauga County,Hoover,Autaugaville,Track,Track,35226,205,18071006,173459,33.3822004,-86.8552686,115904,103436,66951,405.737385156869
01022896,01,Alabama,AL,Autauga County,Vernon,Autaugaville,Track,Track,35592,205,493059889,850894,33.766138,-88.0979273,48082,14259,58691,154.520518553939
01022906,01,Alabama,AL,Autauga County,Sheffield,Autaugaville,Track,Track,35660,256,3244664,760149,34.784265,-87.6863587,19898,11362,28768,459.898667918136
01022916,01,Alabama,AL,Autauga County,Florence,Autaugaville,Track,Track,35630,256,1960895,1340,34.8103953,-87.6709633,28404,25315,18845,198.958966302831
01022926,01,Alabama,AL,Autauga County,Florence,Autaugaville,Track,Track,35630,256,9833989,17892,34.8330772,-87.6519647,45871,40925,26949,310.491825123913
01022936,01,Alabama,AL,Autauga County,Florence,Autaugaville,Track,Track,35630,256,20641113,107786,34.8422452,-87.7079565,66925,57489,39019,714.963805297709
01022946,01,Alabama,AL,Autauga County,Florence,Autaugaville,Track,Track,35633,256,216694495,712481,34.9480952,-87.7848039,58520,53758,32706,398.081604088975
01022956,01,Alabama,AL,Autauga County,Florence,Autaugaville,Track,Track,35634,256,138349445,2374297,34.9295054,-87.63545,65375,49876,45702,421.353464931548
0102296,01,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35901,256,13659980,699379,34.0321863,-85.9730613,34479,22032,33189,947.324783763446
01022966,01,Alabama,AL,Autauga County,Killen,Autaugaville,Track,Track,35645,256,74751483,16582673,34.8504713,-87.4793577,85950,62159,60426,345.011828955272
01022976,01,Alabama,AL,Autauga County,Rogersville,Autaugaville,Track,Track,35652,256,76318747,23100357,34.8122679,-87.3043693,53050,39930,53937,438.078568551439
01022986,01,Alabama,AL,Autauga County,Town Creek,Autaugaville,Track,Track,35672,256,226969791,1721123,34.5666247,-87.418451,49453,30636,36144,251.927334847465
01022996,01,Alabama,AL,Autauga County,Trinity,Autaugaville,Track,Track,35673,256,117628141,989972,34.57105,-87.2129882,50558,35481,47100,348.747526866723
01023006,01,Alabama,AL,Autauga County,Mt Hope,Autaugaville,Track,Track,35651,256,361366358,1982766,34.4039525,-87.4562458,49474,34122,46748,289.522049099226
01023016,01,Alabama,AL,Autauga County,Auburn,Autaugaville,Track,Track,36830,334,8346226,18151,32.5848885,-85.4806812,82357,71002,63502,323.604813758657
01023026,01,Alabama,AL,Autauga County,Auburn,Autaugaville,Track,Track,36830,334,5768508,35694,32.5955157,-85.4933037,34498,23556,36377,197.257053234926
01023036,01,Alabama,AL,Autauga County,Auburn,Autaugaville,Track,Track,36830,334,4146900,16399,32.6207235,-85.468112,44489,300000,29855,335.954952137333
01023046,01,Alabama,AL,Autauga County,Opelika,Autaugaville,Track,Track,36801,334,47984472,237279,32.7027529,-85.3847912,71907,300000,48918,180.193856801517
01023056,01,Alabama,AL,Autauga County,Opelika,Autaugaville,Track,Track,36801,334,134283525,589514,32.6314047,-85.3521047,60292,300000,43525,465.519908492487
0102306,01,Alabama,AL,Autauga County,Gadsden,Autaugaville,Track,Track,35901,256,4308625,1900493,33.9993815,-86.010319,40819,28402,42411,1118.42843879416
01023066,01,Alabama,AL,Autauga County,Salem,Autaugaville,Track,Track,36874,334,253715367,6829853,32.5985333,-85.1564072,56743,51524,41271,689.830829083037
01023076,01,Alabama,AL,Autauga County,Smiths Station,Autaugaville,Track,Track,36877,334,13567898,0,32.5103593,-85.118585,42186,29698,47342,257.059223802457
01023086,01,Alabama,AL,Autauga County,Athens,Autaugaville,Track,Track,35613,256,82446982,539373,34.8681621,-86.8659585,84102,78280,48448,192.221579638361
01023096,01,Alabama,AL,Autauga County,Elkmont,Autaugaville,Track,Track,35620,256,171352666,937318,34.9326041,-86.9769708,52624,47441,40626,264.120137287727
01023106,01,Alabama,AL,Autauga County,Athens,Autaugaville,Track,Track,35611,256,4698718,890,34.8025463,-86.9899793,43849,30742,37222,583.214314252587
01023116,01,Alabama,AL,Autauga County,Athens,Autaugaville,Track,Track,35613,256,56703711,404012,34.7766286,-86.8419932,80593,60539,57881,464.975390810097
01023126,01,Alabama,AL,Autauga County,Madison,Autaugaville,Track,Track,35758,256,230411965,33529525,34.6474493,-86.8534466,101327,85287,71138,750.519582453444
01023136,01,Alabama,AL,Autauga County,Fort Deposit,Autaugaville,Track,Track,36032,334,474381284,2112248,32.0180975,-86.6009099,63560,52781,51846,111.160750818981
01023146,01,Alabama,AL,Autauga County,Tuskegee Institute,Autaugaville,Track,Track,36088,334,79140905,1016081,32.4628483,-85.7815478,50328,36023,42007,365.575726689179
01023156,01,Alabama,AL,Autauga County,Shorter,Autaugaville,Track,Track,36075,334,272456881,2681619,32.3575498,-85.8947986,43995,35431,36578,315.984283603197
0102316,01,Alabama,AL,Autauga County,Glencoe,Autaugaville,Track,Track,35905,256,57350608,1090995,33.918413,-85.9183325,53767,43691,45193,1352.48427529613
01023166,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35810,256,3746454,2577,34.7832877,-86.5893471,47407,33659,47264,349.989236994887
01023176,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35810,256,1995502,0,34.7679304,-86.6346783,38058,30776,26164,378.894610139465
01023186,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35810,256,3164264,897,34.7552435,-86.6030659,57474,42104,43712,483.417227743383
01023196,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35811,256,2325387,0,34.7422454,-86.5731181,53441,30532,51596,268.686372466502
01023206,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35806,256,20318331,268264,34.7227438,-86.6787178,49178,42703,35945,998.100142530799
01023216,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35801,256,10852825,1515,34.7351055,-86.5436849,93252,88860,53694,160.622439113968
01023226,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35816,256,3384385,36536,34.7175673,-86.6067012,23273,20863,16217,490.483760814601
01023236,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35805,256,2624766,25144,34.6875967,-86.6143778,37494,22507,45377,459.072703839908
01023246,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35502,256,4129644,0,34.6915398,-86.5750836,77007,300000,46110,212.522751336786
01023256,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35803,256,11668517,520555,34.6050882,-86.5713234,79876,75064,48133,741.44409455718
0102326,01,Alabama,AL,Autauga County,Fayette,Autaugaville,Track,Track,35555,205,311521457,71975,33.8171345,-87.6438256,48781,39117,40468,424.679176047399
01023266,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35803,256,6647466,0,34.6127548,-86.5329573,83331,75474,45271,223.184795165513
01023276,01,Alabama,AL,Autauga County,New Market,Autaugaville,Track,Track,35761,256,283364358,1322529,34.917897,-86.3494794,64802,63617,40696,387.443347102865
01023286,01,Alabama,AL,Autauga County,New Market,Autaugaville,Track,Track,35761,256,71128728,299798,34.9504742,-86.5026248,56419,48140,40933,563.582184122845
01023296,01,Alabama,AL,Autauga County,Madison,Autaugaville,Track,Track,35758,256,14806799,81262,34.762748,-86.7550507,75746,64911,48878,1079.71183176327
01023306,01,Alabama,AL,Autauga County,Harvest,Autaugaville,Track,Track,35749,256,12842670,56874,34.7912574,-86.7652283,80729,69225,55309,396.508116786286
01023316,01,Alabama,AL,Autauga County,Huntsville,Autaugaville,Track,Track,35811,256,62434261,418101,34.7623828,-86.4951024,58474,44095,40051,210.421811415297
01023326,01,Alabama,AL,Autauga County,Madison,Autaugaville,Track,Track,35758,256,11103274,22474,34.7373139,-86.7646588,134609,300000,67906,173.718774166558
01023336,01,Alabama,AL,Autauga County,Madison,Autaugaville,Track,Track,35758,334,11334346,60848,34.6854417,-86.7645134,79792,56372,67825,389.446155843822
01023346,01,Alabama,AL,Autauga County,Owens Cross Roads,Autaugaville,Track,Track,35763,256,161262786,5308265,34.5605701,-86.4793214,65716,49914,49851,662.072941625012
01023356,01,Alabama,AL,Autauga County,Linden,Autaugaville,Track,Track,36748,334,684444831,3497306,32.2755299,-87.8084087,32346,20988,33541,170.327992789277
0102336,01,Alabama,AL,Autauga County,Red Bay,Autaugaville,Track,Track,35582,256,191320812,2880300,34.5152306,-88.0797797,36970,30452,29147,979.666995541724
01023366,01,Alabama,AL,Autauga County,Dixons Mills,Autaugaville,Track,Track,36736,334,286336268,54771,32.0620795,-87.7277351,48416,30152,50464,293.551659122025
01023376,01,Alabama,AL,Autauga County,Linden,Autaugaville,Track,Track,36748,334,269287258,1993649,34.2081076,-87.721786,47449,35339,37198,297.158607423355
01023386,01,Alabama,AL,Autauga County,Hamilton,Autaugaville,Track,Track,35570,205,229517860,71618,34.1982117,-87.949109,50049,32935,57865,346.255364327225
01023396,01,Alabama,AL,Autauga County,Guin,Autaugaville,Track,Track,35563,205,149020339,38718,33.9867017,-87.9021266,31017,15096,35883,271.152694648836
01023406,01,Alabama,AL,Autauga County,Grant,Autaugaville,Track,Track,35747,256,140557578,15033151,34.5246512,-86.2046333,55987,38909,44664,463.383904086528
01023416,01,Alabama,AL,Autauga County,Union Grove,Autaugaville,Track,Track,35175,256,212312408,11263467,34.4178011,-86.463898,62677,51925,44841,230.423202597889
01023426,01,Alabama,AL,Autauga County,Arab,Autaugaville,Track,Track,35016,256,75997846,417494,34.3314599,-86.4419583,58478,300000,38954,286.492944892272
01023436,01,Alabama,AL,Autauga County,Guntersville,Autaugaville,Track,Track,35976,256,43587610,22086593,34.3505036,-86.2555798,55796,36870,49992,173.992836862452
01023446,01,Alabama,AL,Autauga County,Albertville,Autaugaville,Track,Track,35951,256,52906932,173258,34.2684564,-86.1499051,61634,300000,46009,254.628017252496
01023456,01,Alabama,AL,Autauga County,Albertville,Autaugaville,Track,Track,35950,256,47224676,137799,34.2558623,-86.2776418,32765,20717,29509,288.485465257527
0102346,01,Alabama,AL,Autauga County,Eutaw,Autaugaville,Track,Track,35462,205,602704133,5380156,32.9585581,-88.0510053,30928,20746,31024,433.11278759475
01023466,01,Alabama,AL,Autauga County,Boaz,Autaugaville,Track,Track,35957,256,28926937,122957,34.211084,-86.1353109,77080,60413,61358,162.924812091969
01023476,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36617,251,2106175,28837,30.711631,-88.0763917,23700,16804,25449,337.309426589062
01023486,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36617,251,3172855,15917,30.7063416,-88.093464,40489,34201,36346,419.420695085639
01023496,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36604,251,1453106,0,30.6779766,-88.060697,46053,32056,45729,180.890269124312
01023506,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36605,251,1737737,0,30.668198,-88.0769678,36931,34077,25961,177.823205343353
01023516,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36605,251,5320481,984861,30.6020753,-88.0987938,38383,30813,36375,534.378838558546
01023526,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36605,251,2859688,18331,30.6489528,-88.0983469,50132,29059,58102,260.657309225167
01023536,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36606,251,2756233,0,30.6798293,-88.0933073,70996,68650,47507,261.120295143443
01023546,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36606,251,3446291,0,30.6825772,-88.114479,42432,300000,38313,304.027974526071
01023556,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36693,251,6167571,30455,30.6453523,-88.1427778,57689,54763,42667,323.452966523898
0102356,01,Alabama,AL,Autauga County,Abbeville,Autaugaville,Track,Track,36310,334,89705915,139084,31.564689,-85.2591239,40518,25216,39126,861.998886766794
01023566,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36609,251,1936934,8343,30.6610364,-88.1416111,35468,14533,41837,570.556358289834
01023576,01,Alabama,AL,Autauga County,Mobile,Autaugaville,Track,Track,36618,251,3399167,8625,30.7140322,-88.1460227,49698,43324,43669,814.536348600776
